# T0s obtained with run 1520 (minimum bias) using KTAG as a reference
#
T0_0= -111.408 -111.284 -111.396 -111.339 -111.391 -111.249 -111.464 -111.453 -111.134 -111.103 -110.982 -110.781 -110.917 -111.043 -110.947 -110.911
T0_1= -110.744 -111.061 -111.117 -110.802 -110.910 -111.183 -110.993 -111.024 -110.511 -110.502 -110.509 -110.474 -110.529 -110.481 -110.513 -110.490
T0_2= -110.911 -110.931 -110.957 -110.876 -110.955 -110.895 -110.894 -110.937 -110.843 -110.882 -110.816 -110.827 -110.888 -110.846 -110.884 -110.860
T0_3= -110.533 -110.418 -110.431 -110.528 -110.561 -110.604 -110.556 -110.485 -110.462 -110.479 -110.553 -110.469 -110.276 -110.407 -110.471 -110.512
T0_4= -110.740 -111.198 -110.928 -110.899 -110.986 -111.078 -110.962 -110.963 -111.395 -111.380 -111.497 -111.310 -111.279 -111.256 -111.422 -111.335
T0_5= -110.763 -110.897 -110.769 -110.589 -110.843 -110.826 -110.774 -110.701 -111.033 -111.077 -111.080 -111.017 -111.055 -110.931 -111.049 -111.012
T0_6= -110.738 -111.039 -110.872 -110.985 -111.123 -111.021 -110.934 -110.893 -110.888 -110.906 -110.633 -110.925 -110.764 -110.897 -110.998 -110.949
T0_7= -111.002 -111.065 -110.994 -111.282 -111.142 -110.968 -111.000 -110.850 -110.514 -110.432 -110.523 -110.557 -110.459 -110.480 -110.528 -110.499
T0_8= -110.598 -110.652 -110.679 -110.629 -110.647 -110.580 -110.540 -110.518 -110.858 -111.078 -110.967 -110.836 -111.014 -110.864 -110.908  0.000
T0_9= -111.242 -111.295 -111.212 -111.278 -111.228 -111.312 -111.357 -111.265 -110.709 -110.712 -110.646 -110.719 -110.710 -110.729 -110.708 -110.789
T0_10= -110.484 -110.421 -110.456 -110.471 -110.449 -110.716 -110.552 -110.625 -111.392 -111.423 -111.386 -111.483 -111.447 -111.311 -111.421 -111.416
T0_11= -110.796 -111.106 -111.215 -110.918 -111.072 -111.026 -111.063 -111.169 -110.561 -110.607 -110.596 -110.686 -110.678 -110.728 -110.716 -110.580
T0_12= -111.023 -111.089 -110.895 -110.874 -110.812 -110.964 -111.016 -110.656 -111.024 -111.147 -111.091 -111.032 -111.147 -110.982 -111.170 -111.110
T0_13= -110.864 -110.905 -110.866 -110.904 -110.910 -110.933 -110.927 -110.889 -110.478 -110.671 -110.590 -110.485 -110.474 -110.498 -110.556 -110.434
T0_14= -110.848 -110.866 -110.921 -110.857 -110.884 -110.914 -110.973 -110.793 -111.193 -111.350 -111.290 -111.229 -111.295 -111.216 -111.230 -111.076
T0_15= -110.858 -110.607 -110.659 -110.465 -110.532 -110.565 -110.672 -110.473 -110.486 -110.656 -110.698 -110.734 -110.802 -110.631 -110.606 -110.714
T0_16= -111.359 -111.543 -111.510 -111.455 -111.450 -111.520 -111.455 -111.457 -111.035 -111.079 -111.027 -111.069 -111.097 -111.045 -111.122 -110.995
T0_17= -110.538 -110.657 -110.682 -110.570 -110.718 -110.668 -110.651 -110.663 -111.185 -110.998 -111.328 -111.109 -110.848 -111.354 -111.217 -111.076
T0_18= -110.681 -110.626 -110.646 -110.628 -110.469 -110.697 -110.882 -110.362 -110.924 -110.915 -110.948 -110.902 -110.964 -110.931 -110.994 -110.934
T0_19= -110.569 -110.559 -110.670 -110.520 -110.436 -110.589 -110.461 -110.438 -110.295 -110.452 -110.535 -110.435 -110.531 -110.412 -110.319 -110.500
T0_20= -111.049 -111.148 -111.205 -111.094 -111.167 -111.124 -111.095 -111.043 -110.999 -111.065 -111.007 -110.698 -111.017 -110.956 -110.973 -111.139
T0_21= -110.664 -110.686 -110.667 -110.570 -110.633 -110.687 -110.603 -110.565 -110.700 -110.819 -110.852 -110.752 -110.769 -110.780 -110.770 -110.762
T0_22= -111.056 -111.065 -111.146 -110.981 -110.800 -111.091 -111.090 -111.003 -110.702 -110.767 -110.727 -110.611 -110.612 -110.626 -110.810 -110.831
T0_23= -111.107 -110.819 -110.753 -110.618 -110.395 -111.062 -110.054 -110.637 -110.885 -110.970 -111.037 -110.922 -110.852 -111.204 -110.969 -110.854
T0_24= -110.439 -110.480 -110.485 -110.390 -110.129 -110.432 -110.541 -110.213 -110.407  0.000 -110.431 -110.244 -110.178 -110.369 -110.431 -110.254
T0_25= -111.027 -111.054 -111.138 -111.089 -111.017 -111.094 -111.056 -110.934 -110.906 -111.024 -110.983 -111.009 -111.042 -110.974 -111.138 -110.962
T0_26= -110.628 -110.660 -110.580 -110.495 -110.375 -110.536 -110.565 -110.563 -110.899 -110.842 -110.781 -110.890 -110.728 -110.810 -110.831 -110.658
T0_27= -110.715 -110.631 -110.687 -110.678 -110.354 -110.621 -110.663 -110.670 -110.625 -110.720 -110.846 -110.713 -110.511 -110.625 -110.669 -110.714
T0_28= -110.258 -110.343 -110.400 -110.324 -110.111 -110.306 -110.424 -110.350 -110.580 -110.565 -110.619 -110.727 -110.351 -110.615 -110.711 -110.407
T0_29= -110.997 -110.827 -110.855 -110.914 -110.456 -111.033 -110.770 -110.779 -111.362 -111.180 -111.163 -111.259 -111.005 -111.266 -111.338 -111.142
T0_30= -109.869 -110.574 -110.719 -110.479 -110.398 -110.600 -110.588 -110.235 -111.849 -111.436 -111.218 -111.305 -111.345 -111.520 -111.549 -111.089
T0_31= -111.589 -111.394 -111.532 -111.127 -111.165 -111.271 -111.571 -111.397 -111.484 -111.436 -111.502 -111.453 -111.361 -111.534 -111.614 -111.442
T0_32= -111.005 -111.028 -111.056 -111.019 -110.756 -111.056 -111.027 -110.796 -110.866 -110.819 -110.877 -110.927 -110.685 -110.870 -110.911 -110.780
T0_33= -111.496 -111.619 -111.570 -111.621 -111.457 -111.625 -111.615 -111.516 -111.241 -111.276 -111.414 -111.143 -111.012 -111.428 -111.351 -111.216
T0_34= -110.857 -110.916 -110.912 -110.817 -110.597 -110.876 -110.928 -110.906 -111.082 -111.054 -111.069 -111.066 -110.813 -111.116 -111.178 -110.866
T0_35= -111.525 -111.425 -111.551 -111.486 -111.199 -111.530 -111.478 -111.424 -111.056 -111.088 -111.235 -111.068 -110.896 -111.140 -111.188 -111.005
T0_36= -111.227 -111.266 -111.302 -111.180 -111.115 -111.196 -111.287 -111.136 -93.305 -111.321  0.000 -111.183 -111.312 -111.283 -111.527 -111.419
T0_37= -111.332 -111.695 -111.358 -111.912 -111.294 -111.669 -111.512 -111.738 -111.270 -111.687 -111.474 -111.409 -111.512 -111.798 -111.581 -111.401
