## Spectrometer ROMezzanines T0 file for run 4041
# Format: Starting from readout ID 0, grouped by 16
#
# Generated on Mon Nov  9 10:32:52 CET 2015
#
MezzaninesT0_00= 57.70 89.70 57.70 81.70 89.70 89.70 81.70 81.70 69.70 85.70 57.70 21.70 85.70 65.70 85.70 -18.30
MezzaninesT0_01= 122.65 102.65 98.65 126.65 98.65 98.65 98.65 126.65 98.65 122.65 122.65 94.65 122.65 122.65 126.65 118.65
MezzaninesT0_02= 106.65 114.65 86.65 82.65 122.65 110.65 110.65 110.65 86.65 114.65 110.65 262.65 110.65 134.65 138.65 -23.35
MezzaninesT0_03= -275.62 -243.62 -219.62 -239.62 -247.62 -271.62 -267.62 -223.62 -247.62 -243.62 -243.62 -263.62 -247.62 -271.62 -263.62 -251.62
MezzaninesT0_04= 86.65 114.65 106.65 130.65 110.65 134.65 134.65 154.65 166.65 158.65 134.65 74.65 134.65 130.65 106.65 -23.35
MezzaninesT0_05= 81.70 109.70 85.70 101.70 81.70 81.70 85.70 85.70 81.70 81.70 57.70 101.70 81.70 105.70 105.70 77.70
MezzaninesT0_06= 114.65 114.65 118.65 138.65 118.65 142.65 114.65 114.65 146.65 114.65 138.65 10.65 146.65 146.65 138.65 -23.35
MezzaninesT0_07= 139.60 119.60 143.60 131.60 143.60 123.60 123.60 147.60 115.60 147.60 155.60 131.60 119.60 147.60 123.60 147.60
MezzaninesT0_08= -47.06 -39.06 -19.06 -27.06 -19.06 -67.06 -47.06 -27.06 -39.06 -19.06 -23.06 160.94 -15.06 -15.06 0.94 -173.06
MezzaninesT0_09= 71.80 71.80 75.80 79.80 47.80 23.80 47.80 43.80 47.80 75.80 47.80 47.80 47.80 47.80 55.80 47.80
MezzaninesT0_10= 76.75 88.75 60.75 84.75 56.75 60.75 56.75 56.75 64.75 88.75 84.75 -35.25 60.75 88.75 60.75 -73.25
MezzaninesT0_11= -64.01 -60.01 -56.01 -32.01 -92.01 -36.01 -60.01 -28.01 -40.01 -36.01 -32.01 -32.01 -64.01 -60.01 -56.01 -52.01
MezzaninesT0_12= 44.75 48.75 40.75 36.75 52.75 44.75 20.75 60.75 72.75 72.75 16.75 -73.25 76.75 20.75 68.75 -73.25
MezzaninesT0_13= -15.06 -11.06 -11.06 -15.06 -39.06 -15.06 -15.06 -15.06 -35.06 -15.06 -31.06 0.94 -35.06 -39.06 -27.06 -7.06
MezzaninesT0_14= 44.75 44.75 68.75 68.75 64.75 100.75 68.75 64.75 72.75 92.75 64.75 76.75 72.75 68.75 68.75 -51.25
MezzaninesT0_15= 76.75 104.75 84.75 88.75 76.75 80.75 80.75 64.75 76.75 80.75 80.75 88.75 52.75 56.75 88.75 88.75
MezzaninesT0_16= 240.36 268.36 236.36 260.36 240.36 268.36 240.36 236.36 244.36 240.36 236.36 208.36 268.36 288.36 260.36 264.36
MezzaninesT0_17= 231.40 235.40 231.40 267.40 259.40 231.40 235.40 263.40 207.40 235.40 235.40 207.40 259.40 263.40 259.40 263.40
MezzaninesT0_18= 271.40 247.40 247.40 271.40 251.40 247.40 243.40 247.40 271.40 267.40 247.40 259.40 267.40 243.40 271.40 131.40
MezzaninesT0_19= -80.01 -76.01 -76.01 -68.01 -56.01 -76.01 -52.01 -52.01 -76.01 -76.01 -48.01 -48.01 -76.01 -76.01 -100.01 -48.01
MezzaninesT0_20= 71.80 67.80 59.80 59.80 71.80 67.80 83.80 35.80 39.80 35.80 59.80 -98.20 35.80 7.80 59.80 -68.20
MezzaninesT0_21= 231.40 235.40 255.40 255.40 207.40 211.40 235.40 203.40 235.40 211.40 207.40 255.40 259.40 255.40 255.40 279.40
MezzaninesT0_22= 240.36 244.36 244.36 244.36 272.36 248.36 268.36 268.36 272.36 268.36 268.36 144.36 272.36 268.36 268.36 344.36
MezzaninesT0_23= 243.40 271.40 275.40 307.40 295.40 275.40 275.40 275.40 243.40 251.40 247.40 259.40 247.40 275.40 303.40 275.40
MezzaninesT0_24= 305.31 305.31 277.31 277.31 285.31 305.31 305.31 309.31 281.31 305.31 305.31 393.31 309.31 305.31 301.31 189.31
MezzaninesT0_25= 301.31 301.31 301.31 301.31 301.31 297.31 301.31 277.31 249.31 277.31 301.31 277.31 325.31 325.31 301.31 305.31
MezzaninesT0_26= 236.36 236.36 240.36 264.36 240.36 240.36 288.36 264.36 240.36 264.36 260.36 156.36 212.36 240.36 264.36 156.36
MezzaninesT0_27= 289.31 289.31 293.31 297.31 289.31 289.31 293.31 297.31 289.31 317.31 293.31 321.31 289.31 317.31 325.31 317.31
MezzaninesT0_28= 304.36 300.36 272.36 292.36 276.36 304.36 296.36 292.36 300.36 272.36 296.36 172.36 300.36 324.36 320.36 168.36
MezzaninesT0_29= 269.31 293.31 269.31 269.31 245.31 269.31 297.31 273.31 269.31 293.31 269.31 273.31 293.31 293.31 297.31 293.31
MezzaninesT0_30= 272.36 276.36 280.36 280.36 276.36 304.36 304.36 280.36 304.36 304.36 280.36 356.36 276.36 280.36 304.36 284.36
MezzaninesT0_31= -47.06 -39.06 -15.06 -15.06 -23.06 -39.06 -19.06 -39.06 -15.06 -19.06 -39.06 -11.06 -23.06 -19.06 -15.06 -7.06
